Date,Hour,Electric Load,Cooling Load,Irradiance,Ambient Temperature
2020-01-01,0,234.37,8.29,0.00,26.90
2020-01-01,1,211.71,3.97,0.00,26.80
2020-01-01,2,181.30,1.79,0.00,26.60
2020-01-01,3,181.34,0.97,0.00,26.40
2020-01-01,4,181.50,0.55,0.00,26.20
2020-01-01,5,236.75,0.55,0.00,26.00
2020-01-01,6,353.68,10.71,0.00,25.80
2020-01-01,7,421.01,26.32,0.00,25.70
2020-01-01,8,412.56,17.17,0.00,25.60
2020-01-01,9,413.11,24.30,0.00,25.50
2020-01-01,10,338.11,22.16,0.00,25.40
2020-01-01,11,336.98,29.59,19.00,25.60
2020-01-01,12,334.99,37.34,158.00,26.10
2020-01-01,13,338.15,40.11,364.00,26.80
2020-01-01,14,337.95,38.78,597.00,27.70
2020-01-01,15,337.56,36.41,745.00,28.70
2020-01-01,16,336.82,29.94,818.00,29.40
2020-01-01,17,318.52,32.12,837.00,29.70
2020-01-01,18,478.45,39.13,761.00,29.40
2020-01-01,19,574.94,51.79,565.00,29.10
2020-01-01,20,617.42,69.74,355.00,28.80
2020-01-01,21,566.06,104.94,163.00,28.40
2020-01-01,22,454.50,74.06,35.00,27.70
2020-01-01,23,287.64,42.95,0.00,27.20
2020-01-02,0,234.37,8.29,0.00,27.00
2020-01-02,1,211.71,3.97,0.00,26.70
2020-01-02,2,181.30,1.79,0.00,26.60
2020-01-02,3,181.34,0.97,0.00,26.40
2020-01-02,4,181.50,0.55,0.00,26.10
2020-01-02,5,236.75,0.55,0.00,26.00
2020-01-02,6,353.68,10.71,0.00,26.00
2020-01-02,7,421.01,26.32,0.00,25.80
2020-01-02,8,412.56,17.17,0.00,25.70
2020-01-02,9,413.11,24.30,0.00,25.60
2020-01-02,10,338.11,22.16,0.00,25.40
2020-01-02,11,336.98,29.59,22.00,25.50
2020-01-02,12,334.99,37.34,189.00,26.00
2020-01-02,13,338.15,40.11,414.00,26.80
2020-01-02,14,337.95,38.78,613.00,27.90
2020-01-02,15,337.56,36.41,768.00,28.90
2020-01-02,16,336.82,29.94,850.00,29.60
2020-01-02,17,318.52,32.12,857.00,29.80
2020-01-02,18,478.45,39.13,786.00,29.60
2020-01-02,19,574.94,51.79,651.00,29.10
2020-01-02,20,617.42,69.74,459.00,28.50
2020-01-02,21,566.06,104.94,236.00,28.00
2020-01-02,22,454.50,74.06,42.00,27.40
2020-01-02,23,287.64,42.95,0.00,27.00
2020-01-03,0,234.37,8.29,0.00,26.90
2020-01-03,1,211.71,3.97,0.00,26.70
2020-01-03,2,181.30,1.79,0.00,26.50
2020-01-03,3,181.34,0.97,0.00,26.20
2020-01-03,4,181.50,0.55,0.00,26.10
2020-01-03,5,236.75,0.55,0.00,26.10
2020-01-03,6,353.68,10.71,0.00,26.00
2020-01-03,7,421.01,26.32,0.00,25.80
2020-01-03,8,412.56,17.17,0.00,25.50
2020-01-03,9,413.11,24.30,0.00,25.30
2020-01-03,10,338.11,22.16,0.00,25.00
2020-01-03,11,336.98,29.59,23.00,25.10
2020-01-03,12,334.99,37.34,200.00,25.80
2020-01-03,13,338.15,40.11,428.00,26.80
2020-01-03,14,337.95,38.78,629.00,28.00
2020-01-03,15,337.56,36.41,777.00,29.00
2020-01-03,16,336.82,29.94,857.00,29.50
2020-01-03,17,318.52,32.12,863.00,29.70
2020-01-03,18,478.45,39.13,792.00,29.50
2020-01-03,19,574.94,51.79,656.00,28.90
2020-01-03,20,617.42,69.74,464.00,28.60
2020-01-03,21,566.06,104.94,239.00,28.20
2020-01-03,22,454.50,74.06,43.00,27.50
2020-01-03,23,287.64,42.95,0.00,27.00
2020-01-04,0,253.26,19.00,0.00,26.80
2020-01-04,1,252.68,13.32,0.00,26.70
2020-01-04,2,182.04,7.44,0.00,26.60
2020-01-04,3,181.92,5.53,0.00,26.40
2020-01-04,4,181.92,4.28,0.00,26.10
2020-01-04,5,188.35,3.04,0.00,26.10
2020-01-04,6,336.63,6.39,0.00,26.20
2020-01-04,7,350.53,17.64,0.00,26.10
2020-01-04,8,457.73,45.56,0.00,25.90
2020-01-04,9,456.87,44.12,0.00,25.60
2020-01-04,10,385.85,33.64,0.00,25.40
2020-01-04,11,349.40,39.29,22.00,25.70
2020-01-04,12,347.49,47.00,194.00,26.50
2020-01-04,13,350.18,50.04,422.00,27.40
2020-01-04,14,350.18,51.17,620.00,28.40
2020-01-04,15,349.60,46.03,764.00,29.10
2020-01-04,16,348.43,34.89,846.00,29.30
2020-01-04,17,329.85,34.58,853.00,29.40
2020-01-04,18,555.82,52.22,777.00,29.10
2020-01-04,19,621.66,66.86,643.00,28.70
2020-01-04,20,618.16,83.37,452.00,28.40
2020-01-04,21,618.59,116.58,228.00,27.90
2020-01-04,22,537.83,84.03,43.00,27.20
2020-01-04,23,326.43,51.71,0.00,26.80
2020-01-05,0,253.26,19.00,0.00,26.70
2020-01-05,1,252.68,13.32,0.00,26.40
2020-01-05,2,182.04,7.44,0.00,26.20
2020-01-05,3,181.92,5.53,0.00,26.10
2020-01-05,4,181.92,4.28,0.00,26.00
2020-01-05,5,188.35,3.04,0.00,26.00
2020-01-05,6,336.63,6.39,0.00,25.90
2020-01-05,7,350.53,17.64,0.00,25.90
2020-01-05,8,457.73,45.56,0.00,25.90
2020-01-05,9,456.87,44.12,0.00,25.80
2020-01-05,10,385.85,33.64,0.00,25.70
2020-01-05,11,349.40,39.29,21.00,25.80
2020-01-05,12,347.49,47.00,184.00,26.30
2020-01-05,13,350.18,50.04,409.00,26.90
2020-01-05,14,350.18,51.17,606.00,27.70
2020-01-05,15,349.60,46.03,758.00,28.60
2020-01-05,16,348.43,34.89,841.00,29.50
2020-01-05,17,329.85,34.58,849.00,29.90
2020-01-05,18,555.82,52.22,783.00,29.90
2020-01-05,19,621.66,66.86,651.00,29.70
2020-01-05,20,618.16,83.37,465.00,29.30
2020-01-05,21,618.59,116.58,246.00,28.60
2020-01-05,22,537.83,84.03,48.00,27.70
2020-01-05,23,326.43,51.71,0.00,27.20
2020-01-06,0,240.92,8.29,0.00,27.00
2020-01-06,1,224.52,3.97,0.00,26.70
2020-01-06,2,181.92,1.79,0.00,26.40
2020-01-06,3,181.65,0.97,0.00,26.20
2020-01-06,4,181.46,0.55,0.00,25.90
2020-01-06,5,222.26,0.55,0.00,25.70
2020-01-06,6,349.09,10.71,0.00,25.60
2020-01-06,7,401.73,26.32,0.00,25.70
2020-01-06,8,427.86,17.17,0.00,25.80
2020-01-06,9,428.68,24.30,0.00,25.90
2020-01-06,10,355.40,22.16,0.00,25.80
2020-01-06,11,344.22,29.59,21.00,25.80
2020-01-06,12,343.09,37.34,178.00,26.20
2020-01-06,13,346.71,40.11,401.00,26.90
2020-01-06,14,347.06,38.78,560.00,27.80
2020-01-06,15,346.79,36.41,712.00,28.70
2020-01-06,16,344.49,29.94,824.00,29.30
2020-01-06,17,325.61,32.12,807.00,29.60
2020-01-06,18,505.16,39.13,718.00,29.40
2020-01-06,19,592.23,51.79,645.00,28.80
2020-01-06,20,621.04,69.74,451.00,28.20
2020-01-06,21,571.51,104.94,246.00,27.80
2020-01-06,22,457.22,74.06,49.00,27.20
2020-01-06,23,291.11,42.95,0.00,26.70
2020-01-07,0,234.37,8.29,0.00,26.50
2020-01-07,1,211.71,3.97,0.00,26.50
2020-01-07,2,181.30,1.79,0.00,26.40
2020-01-07,3,181.34,0.97,0.00,26.30
2020-01-07,4,181.50,0.55,0.00,26.20
2020-01-07,5,236.75,0.55,0.00,26.10
2020-01-07,6,353.68,10.71,0.00,25.90
2020-01-07,7,421.01,26.32,0.00,25.70
2020-01-07,8,412.56,17.17,0.00,25.40
2020-01-07,9,413.11,24.30,0.00,25.10
2020-01-07,10,338.11,22.16,0.00,24.90
2020-01-07,11,336.98,29.59,22.00,25.10
2020-01-07,12,334.99,37.34,197.00,25.70
2020-01-07,13,338.15,40.11,423.00,26.60
2020-01-07,14,337.95,38.78,623.00,27.70
2020-01-07,15,337.56,36.41,770.00,28.60
2020-01-07,16,336.82,29.94,852.00,29.30
2020-01-07,17,318.52,32.12,858.00,29.50
2020-01-07,18,478.45,39.13,794.00,29.10
2020-01-07,19,574.94,51.79,658.00,28.50
2020-01-07,20,617.42,69.74,439.00,28.40
2020-01-07,21,566.06,104.94,249.00,28.10
2020-01-07,22,454.50,74.06,50.00,27.50
2020-01-07,23,287.64,42.95,0.00,27.00
2020-01-08,0,240.92,8.29,0.00,26.80
2020-01-08,1,224.52,3.97,0.00,26.80
2020-01-08,2,181.92,1.79,0.00,26.80
2020-01-08,3,181.65,0.97,0.00,26.70
2020-01-08,4,181.46,0.55,0.00,26.80
2020-01-08,5,222.26,0.55,0.00,26.70
2020-01-08,6,349.09,10.71,0.00,26.60
2020-01-08,7,401.73,26.32,0.00,26.50
2020-01-08,8,427.86,17.17,0.00,26.40
2020-01-08,9,428.68,24.30,0.00,26.30
2020-01-08,10,355.40,22.16,0.00,26.20
2020-01-08,11,344.22,29.59,22.00,26.10
2020-01-08,12,343.09,37.34,197.00,26.60
2020-01-08,13,346.71,40.11,425.00,27.30
2020-01-08,14,347.06,38.78,626.00,28.30
2020-01-08,15,346.79,36.41,779.00,29.40
2020-01-08,16,344.49,29.94,863.00,30.10
2020-01-08,17,325.61,32.12,873.00,30.40
2020-01-08,18,505.16,39.13,808.00,30.30
2020-01-08,19,592.23,51.79,673.00,29.80
2020-01-08,20,621.04,69.74,484.00,29.10
2020-01-08,21,571.51,104.94,261.00,28.50
2020-01-08,22,457.22,74.06,53.00,27.90
2020-01-08,23,291.11,42.95,0.00,27.60
2020-01-09,0,234.37,8.29,0.00,27.40
2020-01-09,1,211.71,3.97,0.00,27.20
2020-01-09,2,181.30,1.79,0.00,27.10
2020-01-09,3,181.34,0.97,0.00,26.90
2020-01-09,4,181.50,0.55,0.00,26.70
2020-01-09,5,236.75,0.55,0.00,26.50
2020-01-09,6,353.68,10.71,0.00,26.20
2020-01-09,7,421.01,26.32,0.00,25.80
2020-01-09,8,412.56,17.17,0.00,25.60
2020-01-09,9,413.11,24.30,0.00,25.50
2020-01-09,10,338.11,22.16,0.00,25.30
2020-01-09,11,336.98,29.59,22.00,25.50
2020-01-09,12,334.99,37.34,199.00,26.20
2020-01-09,13,338.15,40.11,428.00,27.20
2020-01-09,14,337.95,38.78,632.00,28.30
2020-01-09,15,337.56,36.41,786.00,29.00
2020-01-09,16,336.82,29.94,871.00,29.40
2020-01-09,17,318.52,32.12,883.00,29.70
2020-01-09,18,478.45,39.13,819.00,29.80
2020-01-09,19,574.94,51.79,685.00,29.60
2020-01-09,20,617.42,69.74,494.00,29.30
2020-01-09,21,566.06,104.94,268.00,28.90
2020-01-09,22,454.50,74.06,56.00,28.30
2020-01-09,23,287.64,42.95,0.00,28.00
2020-01-10,0,234.37,8.29,0.00,27.90
2020-01-10,1,211.71,3.97,0.00,27.50
2020-01-10,2,181.30,1.79,0.00,27.10
2020-01-10,3,181.34,0.97,0.00,26.80
2020-01-10,4,181.50,0.55,0.00,26.40
2020-01-10,5,236.75,0.55,0.00,26.00
2020-01-10,6,353.68,10.71,0.00,25.70
2020-01-10,7,421.01,26.32,0.00,25.40
2020-01-10,8,412.56,17.17,0.00,25.20
2020-01-10,9,413.11,24.30,0.00,25.00
2020-01-10,10,338.11,22.16,0.00,24.90
2020-01-10,11,336.98,29.59,23.00,25.10
2020-01-10,12,334.99,37.34,206.00,25.80
2020-01-10,13,338.15,40.11,439.00,26.70
2020-01-10,14,337.95,38.78,644.00,27.80
2020-01-10,15,337.56,36.41,795.00,28.70
2020-01-10,16,336.82,29.94,879.00,29.40
2020-01-10,17,318.52,32.12,886.00,30.10
2020-01-10,18,478.45,39.13,817.00,30.30
2020-01-10,19,574.94,51.79,679.00,29.70
2020-01-10,20,617.42,69.74,485.00,29.10
2020-01-10,21,566.06,104.94,259.00,29.00
2020-01-10,22,454.50,74.06,53.00,28.80
2020-01-10,23,287.64,42.95,0.00,28.50
2020-01-11,0,253.26,19.00,0.00,28.20
2020-01-11,1,252.68,13.32,0.00,27.80
2020-01-11,2,182.04,7.44,0.00,27.40
2020-01-11,3,181.92,5.53,0.00,27.00
2020-01-11,4,181.92,4.28,0.00,26.70
2020-01-11,5,188.35,3.04,0.00,26.20
2020-01-11,6,336.63,6.39,0.00,25.80
2020-01-11,7,350.53,17.64,0.00,25.50
2020-01-11,8,457.73,45.56,0.00,25.30
2020-01-11,9,456.87,44.12,0.00,25.10
2020-01-11,10,385.85,33.64,0.00,25.00
2020-01-11,11,349.40,39.29,21.00,25.10
2020-01-11,12,347.49,47.00,197.00,25.70
2020-01-11,13,350.18,50.04,427.00,26.80
2020-01-11,14,350.18,51.17,631.00,27.80
2020-01-11,15,349.60,46.03,784.00,28.60
2020-01-11,16,348.43,34.89,870.00,29.10
2020-01-11,17,329.85,34.58,882.00,29.70
2020-01-11,18,555.82,52.22,819.00,30.10
2020-01-11,19,621.66,66.86,685.00,30.00
2020-01-11,20,618.16,83.37,494.00,29.60
2020-01-11,21,618.59,116.58,267.00,29.30
2020-01-11,22,537.83,84.03,56.00,28.80
2020-01-11,23,326.43,51.71,0.00,28.30
2020-01-12,0,253.26,19.00,0.00,27.90
2020-01-12,1,252.68,13.32,0.00,27.60
2020-01-12,2,182.04,7.44,0.00,27.30
2020-01-12,3,181.92,5.53,0.00,27.00
2020-01-12,4,181.92,4.28,0.00,26.80
2020-01-12,5,188.35,3.04,0.00,26.60
2020-01-12,6,336.63,6.39,0.00,26.40
2020-01-12,7,350.53,17.64,0.00,26.10
2020-01-12,8,457.73,45.56,0.00,25.90
2020-01-12,9,456.87,44.12,0.00,25.60
2020-01-12,10,385.85,33.64,0.00,25.40
2020-01-12,11,349.40,39.29,21.00,25.60
2020-01-12,12,347.49,47.00,195.00,26.30
2020-01-12,13,350.18,50.04,425.00,27.30
2020-01-12,14,350.18,51.17,628.00,28.10
2020-01-12,15,349.60,46.03,780.00,28.70
2020-01-12,16,348.43,34.89,865.00,29.20
2020-01-12,17,329.85,34.58,876.00,29.70
2020-01-12,18,555.82,52.22,813.00,29.80
2020-01-12,19,621.66,66.86,680.00,29.40
2020-01-12,20,618.16,83.37,490.00,29.00
2020-01-12,21,618.59,116.58,265.00,28.90
2020-01-12,22,537.83,84.03,57.00,28.60
2020-01-12,23,326.43,51.71,0.00,28.20
2020-01-13,0,234.37,8.29,0.00,27.90
2020-01-13,1,211.71,3.97,0.00,27.60
2020-01-13,2,181.30,1.79,0.00,27.30
2020-01-13,3,181.34,0.97,0.00,27.00
2020-01-13,4,181.50,0.55,0.00,26.80
2020-01-13,5,236.75,0.55,0.00,26.60
2020-01-13,6,353.68,10.71,0.00,26.20
2020-01-13,7,421.01,26.32,0.00,25.80
2020-01-13,8,412.56,17.17,0.00,25.40
2020-01-13,9,413.11,24.30,0.00,25.20
2020-01-13,10,338.11,22.16,0.00,25.10
2020-01-13,11,336.98,29.59,22.00,25.30
2020-01-13,12,334.99,37.34,200.00,26.00
2020-01-13,13,338.15,40.11,430.00,26.90
2020-01-13,14,337.95,38.78,634.00,28.00
2020-01-13,15,337.56,36.41,787.00,28.80
2020-01-13,16,336.82,29.94,873.00,29.50
2020-01-13,17,318.52,32.12,884.00,30.00
2020-01-13,18,478.45,39.13,818.00,30.10
2020-01-13,19,574.94,51.79,684.00,29.80
2020-01-13,20,617.42,69.74,494.00,29.50
2020-01-13,21,566.06,104.94,268.00,29.30
2020-01-13,22,454.50,74.06,58.00,28.80
2020-01-13,23,287.64,42.95,0.00,28.30
2020-01-14,0,234.37,8.29,0.00,28.00
2020-01-14,1,211.71,3.97,0.00,27.60
2020-01-14,2,181.30,1.79,0.00,27.20
2020-01-14,3,181.34,0.97,0.00,26.90
2020-01-14,4,181.50,0.55,0.00,26.70
2020-01-14,5,236.75,0.55,0.00,26.40
2020-01-14,6,353.68,10.71,0.00,26.10
2020-01-14,7,421.01,26.32,0.00,25.70
2020-01-14,8,412.56,17.17,0.00,25.50
2020-01-14,9,413.11,24.30,0.00,25.30
2020-01-14,10,338.11,22.16,0.00,25.00
2020-01-14,11,336.98,29.59,21.00,25.20
2020-01-14,12,334.99,37.34,196.00,25.90
2020-01-14,13,338.15,40.11,427.00,26.80
2020-01-14,14,337.95,38.78,632.00,27.80
2020-01-14,15,337.56,36.41,783.00,28.50
2020-01-14,16,336.82,29.94,869.00,28.90
2020-01-14,17,318.52,32.12,881.00,29.20
2020-01-14,18,478.45,39.13,817.00,29.50
2020-01-14,19,574.94,51.79,685.00,29.30
2020-01-14,20,617.42,69.74,495.00,29.10
2020-01-14,21,566.06,104.94,268.00,28.80
2020-01-14,22,454.50,74.06,58.00,28.10
2020-01-14,23,287.64,42.95,0.00,27.40
2020-01-15,0,234.37,8.29,0.00,26.90
2020-01-15,1,211.71,3.97,0.00,26.50
2020-01-15,2,181.30,1.79,0.00,26.20
2020-01-15,3,181.34,0.97,0.00,25.90
2020-01-15,4,181.50,0.55,0.00,25.60
2020-01-15,5,236.75,0.55,0.00,25.30
2020-01-15,6,353.68,10.71,0.00,25.10
2020-01-15,7,421.01,26.32,0.00,24.90
2020-01-15,8,412.56,17.17,0.00,24.80
2020-01-15,9,413.11,24.30,0.00,24.70
2020-01-15,10,338.11,22.16,0.00,24.60
2020-01-15,11,336.98,29.59,16.00,24.90
2020-01-15,12,334.99,37.34,175.00,25.60
2020-01-15,13,338.15,40.11,404.00,26.50
2020-01-15,14,337.95,38.78,610.00,27.60
2020-01-15,15,337.56,36.41,775.00,28.30
2020-01-15,16,336.82,29.94,861.00,28.80
2020-01-15,17,318.52,32.12,866.00,29.30
2020-01-15,18,478.45,39.13,800.00,29.50
2020-01-15,19,574.94,51.79,676.00,29.00
2020-01-15,20,617.42,69.74,480.00,28.40
2020-01-15,21,566.06,104.94,258.00,28.00
2020-01-15,22,454.50,74.06,55.00,27.50
2020-01-15,23,287.64,42.95,0.00,27.10
2020-01-16,0,234.37,8.29,0.00,26.80
2020-01-16,1,211.71,3.97,0.00,26.70
2020-01-16,2,181.30,1.79,0.00,26.60
2020-01-16,3,181.34,0.97,0.00,26.50
2020-01-16,4,181.50,0.55,0.00,26.40
2020-01-16,5,236.75,0.55,0.00,26.10
2020-01-16,6,353.68,10.71,0.00,25.80
2020-01-16,7,421.01,26.32,0.00,25.60
2020-01-16,8,412.56,17.17,0.00,25.40
2020-01-16,9,413.11,24.30,0.00,25.30
2020-01-16,10,338.11,22.16,0.00,25.40
2020-01-16,11,336.98,29.59,15.00,25.70
2020-01-16,12,334.99,37.34,151.00,26.40
2020-01-16,13,338.15,40.11,370.00,27.40
2020-01-16,14,337.95,38.78,582.00,28.50
2020-01-16,15,337.56,36.41,757.00,29.40
2020-01-16,16,336.82,29.94,848.00,29.90
2020-01-16,17,318.52,32.12,863.00,30.30
2020-01-16,18,478.45,39.13,807.00,30.30
2020-01-16,19,574.94,51.79,677.00,29.90
2020-01-16,20,617.42,69.74,486.00,29.30
2020-01-16,21,566.06,104.94,251.00,28.80
2020-01-16,22,454.50,74.06,57.00,28.20
2020-01-16,23,287.64,42.95,0.00,27.70
2020-01-17,0,234.37,8.29,0.00,27.40
2020-01-17,1,211.71,3.97,0.00,27.10
2020-01-17,2,181.30,1.79,0.00,26.90
2020-01-17,3,181.34,0.97,0.00,26.80
2020-01-17,4,181.50,0.55,0.00,26.60
2020-01-17,5,236.75,0.55,0.00,26.40
2020-01-17,6,353.68,10.71,0.00,26.10
2020-01-17,7,421.01,26.32,0.00,25.90
2020-01-17,8,412.56,17.17,0.00,25.80
2020-01-17,9,413.11,24.30,0.00,25.70
2020-01-17,10,338.11,22.16,0.00,25.60
2020-01-17,11,336.98,29.59,17.00,25.80
2020-01-17,12,334.99,37.34,174.00,26.50
2020-01-17,13,338.15,40.11,399.00,27.50
2020-01-17,14,337.95,38.78,606.00,28.60
2020-01-17,15,337.56,36.41,771.00,29.60
2020-01-17,16,336.82,29.94,859.00,30.30
2020-01-17,17,318.52,32.12,873.00,30.60
2020-01-17,18,478.45,39.13,813.00,30.50
2020-01-17,19,574.94,51.79,682.00,30.50
2020-01-17,20,617.42,69.74,494.00,30.20
2020-01-17,21,566.06,104.94,270.00,29.50
2020-01-17,22,454.50,74.06,61.00,28.60
2020-01-17,23,287.64,42.95,0.00,28.00
2020-01-18,0,253.26,19.00,0.00,27.60
2020-01-18,1,252.68,13.32,0.00,27.30
2020-01-18,2,182.04,7.44,0.00,27.00
2020-01-18,3,181.92,5.53,0.00,26.70
2020-01-18,4,181.92,4.28,0.00,26.40
2020-01-18,5,188.35,3.04,0.00,26.20
2020-01-18,6,336.63,6.39,0.00,26.00
2020-01-18,7,350.53,17.64,0.00,25.90
2020-01-18,8,457.73,45.56,0.00,25.80
2020-01-18,9,456.87,44.12,0.00,25.70
2020-01-18,10,385.85,33.64,0.00,25.60
2020-01-18,11,349.40,39.29,18.00,25.80
2020-01-18,12,347.49,47.00,185.00,26.40
2020-01-18,13,350.18,50.04,414.00,27.40
2020-01-18,14,350.18,51.17,621.00,28.50
2020-01-18,15,349.60,46.03,779.00,29.70
2020-01-18,16,348.43,34.89,867.00,30.50
2020-01-18,17,329.85,34.58,881.00,31.00
2020-01-18,18,555.82,52.22,821.00,31.30
2020-01-18,19,621.66,66.86,690.00,31.20
2020-01-18,20,618.16,83.37,500.00,30.50
2020-01-18,21,618.59,116.58,275.00,29.70
2020-01-18,22,537.83,84.03,63.00,28.90
2020-01-18,23,326.43,51.71,0.00,28.20
2020-01-19,0,253.26,19.00,0.00,27.70
2020-01-19,1,252.68,13.32,0.00,27.40
2020-01-19,2,182.04,7.44,0.00,27.10
2020-01-19,3,181.92,5.53,0.00,26.90
2020-01-19,4,181.92,4.28,0.00,26.70
2020-01-19,5,188.35,3.04,0.00,26.60
2020-01-19,6,336.63,6.39,0.00,26.40
2020-01-19,7,350.53,17.64,0.00,26.30
2020-01-19,8,457.73,45.56,0.00,26.20
2020-01-19,9,456.87,44.12,0.00,26.20
2020-01-19,10,385.85,33.64,0.00,26.10
2020-01-19,11,349.40,39.29,18.00,26.20
2020-01-19,12,347.49,47.00,182.00,26.70
2020-01-19,13,350.18,50.04,409.00,27.60
2020-01-19,14,350.18,51.17,615.00,28.60
2020-01-19,15,349.60,46.03,772.00,29.50
2020-01-19,16,348.43,34.89,861.00,30.10
2020-01-19,17,329.85,34.58,877.00,30.20
2020-01-19,18,555.82,52.22,820.00,29.90
2020-01-19,19,621.66,66.86,690.00,29.30
2020-01-19,20,618.16,83.37,502.00,28.80
2020-01-19,21,618.59,116.58,277.00,28.50
2020-01-19,22,537.83,84.03,66.00,28.00
2020-01-19,23,326.43,51.71,0.00,27.60
2020-01-20,0,234.37,8.29,0.00,27.30
2020-01-20,1,211.71,3.97,0.00,27.10
2020-01-20,2,181.30,1.79,0.00,27.00
2020-01-20,3,181.34,0.97,0.00,26.80
2020-01-20,4,181.50,0.55,0.00,26.70
2020-01-20,5,236.75,0.55,0.00,26.50
2020-01-20,6,353.68,10.71,0.00,26.40
2020-01-20,7,421.01,26.32,0.00,26.30
2020-01-20,8,412.56,17.17,0.00,26.10
2020-01-20,9,413.11,24.30,0.00,26.00
2020-01-20,10,338.11,22.16,0.00,26.00
2020-01-20,11,336.98,29.59,18.00,26.30
2020-01-20,12,334.99,37.34,160.00,27.00
2020-01-20,13,338.15,40.11,397.00,28.10
2020-01-20,14,337.95,38.78,561.00,29.20
2020-01-20,15,337.56,36.41,773.00,30.10
2020-01-20,16,336.82,29.94,863.00,30.60
2020-01-20,17,318.52,32.12,877.00,30.20
2020-01-20,18,478.45,39.13,813.00,29.30
2020-01-20,19,574.94,51.79,672.00,28.60
2020-01-20,20,617.42,69.74,489.00,28.10
2020-01-20,21,566.06,104.94,248.00,27.60
2020-01-20,22,454.50,74.06,50.00,27.00
2020-01-20,23,287.64,42.95,0.00,26.50
2020-01-21,0,234.37,8.29,0.00,26.20
2020-01-21,1,211.71,3.97,0.00,26.10
2020-01-21,2,181.30,1.79,0.00,26.00
2020-01-21,3,181.34,0.97,0.00,25.80
2020-01-21,4,181.50,0.55,0.00,25.70
2020-01-21,5,236.75,0.55,0.00,25.50
2020-01-21,6,353.68,10.71,0.00,25.30
2020-01-21,7,421.01,26.32,0.00,25.20
2020-01-21,8,412.56,17.17,0.00,25.20
2020-01-21,9,413.11,24.30,0.00,25.20
2020-01-21,10,338.11,22.16,0.00,25.20
2020-01-21,11,336.98,29.59,14.00,25.50
2020-01-21,12,334.99,37.34,149.00,26.10
2020-01-21,13,338.15,40.11,328.00,26.80
2020-01-21,14,337.95,38.78,535.00,27.40
2020-01-21,15,337.56,36.41,696.00,27.80
2020-01-21,16,336.82,29.94,816.00,28.00
2020-01-21,17,318.52,32.12,838.00,27.90
2020-01-21,18,478.45,39.13,798.00,27.50
2020-01-21,19,574.94,51.79,671.00,27.50
2020-01-21,20,617.42,69.74,422.00,27.40
2020-01-21,21,566.06,104.94,169.00,27.00
2020-01-21,22,454.50,74.06,45.00,26.50
2020-01-21,23,287.64,42.95,0.00,26.00
2020-01-22,0,234.37,8.29,0.00,25.70
2020-01-22,1,211.71,3.97,0.00,25.60
2020-01-22,2,181.30,1.79,0.00,25.50
2020-01-22,3,181.34,0.97,0.00,25.50
2020-01-22,4,181.50,0.55,0.00,25.40
2020-01-22,5,236.75,0.55,0.00,25.30
2020-01-22,6,353.68,10.71,0.00,25.20
2020-01-22,7,421.01,26.32,0.00,25.20
2020-01-22,8,412.56,17.17,0.00,25.20
2020-01-22,9,413.11,24.30,0.00,25.20
2020-01-22,10,338.11,22.16,0.00,25.30
2020-01-22,11,336.98,29.59,14.00,25.50
2020-01-22,12,334.99,37.34,148.00,25.90
2020-01-22,13,338.15,40.11,373.00,26.60
2020-01-22,14,337.95,38.78,578.00,27.40
2020-01-22,15,337.56,36.41,729.00,28.00
2020-01-22,16,336.82,29.94,842.00,28.30
2020-01-22,17,318.52,32.12,846.00,28.50
2020-01-22,18,478.45,39.13,788.00,28.50
2020-01-22,19,574.94,51.79,672.00,28.30
2020-01-22,20,617.42,69.74,494.00,28.10
2020-01-22,21,566.06,104.94,283.00,27.70
2020-01-22,22,454.50,74.06,69.00,27.20
2020-01-22,23,287.64,42.95,0.00,26.80
2020-01-23,0,234.37,8.29,0.00,26.50
2020-01-23,1,211.71,3.97,0.00,26.30
2020-01-23,2,181.30,1.79,0.00,26.20
2020-01-23,3,181.34,0.97,0.00,26.10
2020-01-23,4,181.50,0.55,0.00,25.90
2020-01-23,5,236.75,0.55,0.00,25.70
2020-01-23,6,353.68,10.71,0.00,25.50
2020-01-23,7,421.01,26.32,0.00,25.30
2020-01-23,8,412.56,17.17,0.00,25.10
2020-01-23,9,413.11,24.30,0.00,24.90
2020-01-23,10,338.11,22.16,0.00,24.70
2020-01-23,11,336.98,29.59,17.00,25.00
2020-01-23,12,334.99,37.34,122.00,25.70
2020-01-23,13,338.15,40.11,374.00,26.50
2020-01-23,14,337.95,38.78,567.00,27.30
2020-01-23,15,337.56,36.41,740.00,28.00
2020-01-23,16,336.82,29.94,620.00,28.20
2020-01-23,17,318.52,32.12,757.00,28.20
2020-01-23,18,478.45,39.13,818.00,28.20
2020-01-23,19,574.94,51.79,554.00,28.00
2020-01-23,20,617.42,69.74,410.00,27.50
2020-01-23,21,566.06,104.94,267.00,27.10
2020-01-23,22,454.50,74.06,73.00,26.60
2020-01-23,23,287.64,42.95,0.00,26.20
2020-01-24,0,234.37,8.29,0.00,26.10
2020-01-24,1,211.71,3.97,0.00,26.00
2020-01-24,2,181.30,1.79,0.00,25.90
2020-01-24,3,181.34,0.97,0.00,25.70
2020-01-24,4,181.50,0.55,0.00,25.40
2020-01-24,5,236.75,0.55,0.00,25.30
