Date,Hour,Electric Load,Cooling Load,Irradiance,Ambient Temperature
2020-03-11,10,337.21,40.03,0.00,24.30
2020-03-11,11,336.43,47.47,30.00,24.60
2020-03-11,12,337.60,53.04,186.00,25.50
2020-03-11,13,338.93,54.20,420.00,26.80
2020-03-11,14,339.00,55.76,662.00,28.20
2020-03-11,15,338.73,53.66,739.00,29.30
2020-03-11,16,327.87,56.97,907.00,30.00
2020-03-11,17,414.51,62.42,855.00,30.20
2020-03-11,18,535.96,72.58,809.00,30.10
2020-03-11,19,602.27,89.29,675.00,29.70
2020-03-11,20,587.90,95.87,527.00,29.20
2020-03-11,21,498.19,83.95,311.00,28.50
2020-03-11,22,353.65,50.70,87.00,27.80
2020-03-11,23,255.75,33.53,1.00,26.90
2020-03-12,0,220.28,19.78,0.00,26.20
2020-03-12,1,193.41,13.63,0.00,25.80
2020-03-12,2,181.73,9.81,0.00,25.70
2020-03-12,3,181.50,7.87,0.00,25.50
2020-03-12,4,216.19,7.13,0.00,25.40
2020-03-12,5,309.33,20.60,0.00,25.30
2020-03-12,6,398.81,43.30,0.00,25.20
2020-03-12,7,418.13,41.98,0.00,25.00
2020-03-12,8,412.25,41.31,0.00,24.90
2020-03-12,9,367.00,38.36,0.00,25.10
2020-03-12,10,337.21,40.03,0.00,25.10
2020-03-12,11,336.43,47.47,30.00,25.20
2020-03-12,12,337.60,53.04,207.00,25.90
2020-03-12,13,338.93,54.20,468.00,27.00
2020-03-12,14,339.00,55.76,692.00,28.50
2020-03-12,15,338.73,53.66,825.00,29.40
2020-03-12,16,327.87,56.97,902.00,29.30
2020-03-12,17,414.51,62.42,913.00,28.70
2020-03-12,18,535.96,72.58,862.00,28.20
2020-03-12,19,602.27,89.29,727.00,28.00
2020-03-12,20,587.90,95.87,533.00,27.90
2020-03-12,21,498.19,83.95,302.00,27.60
2020-03-12,22,353.65,50.70,84.00,27.00
2020-03-12,23,255.75,33.53,1.00,26.30
2020-03-13,0,220.28,19.78,0.00,25.90
2020-03-13,1,193.41,13.63,0.00,25.80
2020-03-13,2,181.73,9.81,0.00,25.70
2020-03-13,3,181.50,7.87,0.00,25.60
2020-03-13,4,216.19,7.13,0.00,25.60
2020-03-13,5,309.33,20.60,0.00,25.50
2020-03-13,6,398.81,43.30,0.00,25.40
2020-03-13,7,418.13,41.98,0.00,25.30
2020-03-13,8,412.25,41.31,0.00,25.30
2020-03-13,9,367.00,38.36,0.00,25.20
2020-03-13,10,337.21,40.03,0.00,25.20
2020-03-13,11,336.43,47.47,31.00,25.40
2020-03-13,12,337.60,53.04,169.00,26.00
2020-03-13,13,338.93,54.20,280.00,27.00
2020-03-13,14,339.00,55.76,580.00,28.30
2020-03-13,15,338.73,53.66,841.00,29.10
2020-03-13,16,327.87,56.97,937.00,29.20
2020-03-13,17,414.51,62.42,952.00,28.80
2020-03-13,18,535.96,72.58,823.00,28.40
2020-03-13,19,602.27,89.29,704.00,28.50
2020-03-13,20,587.90,95.87,524.00,28.40
2020-03-13,21,498.19,83.95,249.00,28.10
2020-03-13,22,353.65,50.70,90.00,27.60
2020-03-13,23,255.75,33.53,2.00,26.90
2020-03-14,0,253.61,22.94,0.00,26.30
2020-03-14,1,208.95,15.30,0.00,26.10
2020-03-14,2,182.16,10.44,0.00,26.00
2020-03-14,3,181.77,6.93,0.00,25.80
2020-03-14,4,185.54,5.02,0.00,25.70
2020-03-14,5,280.83,8.10,0.00,25.50
2020-03-14,6,345.70,18.85,0.00,25.40
2020-03-14,7,418.63,46.34,0.00,25.20
2020-03-14,8,459.21,63.55,0.00,25.00
2020-03-14,9,414.70,58.60,0.00,24.90
2020-03-14,10,365.33,59.54,0.00,24.80
2020-03-14,11,350.57,66.90,39.00,25.10
2020-03-14,12,351.97,75.62,240.00,26.00
2020-03-14,13,353.26,80.60,492.00,27.10
2020-03-14,14,353.29,80.95,711.00,28.50
2020-03-14,15,352.75,74.72,857.00,29.60
2020-03-14,16,340.95,73.17,947.00,30.00
2020-03-14,17,475.17,81.93,959.00,29.70
2020-03-14,18,600.91,94.43,885.00,29.20
2020-03-14,19,622.95,106.03,749.00,29.00
2020-03-14,20,619.21,110.51,558.00,28.80
2020-03-14,21,538.37,88.94,328.00,28.30
2020-03-14,22,326.78,54.98,100.00,27.60
2020-03-14,23,255.36,39.64,2.00,26.80
2020-03-15,0,253.61,22.94,0.00,26.20
2020-03-15,1,208.95,15.30,0.00,26.00
2020-03-15,2,182.16,10.44,0.00,25.90
2020-03-15,3,181.77,6.93,0.00,25.80
2020-03-15,4,185.54,5.02,0.00,25.70
2020-03-15,5,280.83,8.10,0.00,25.50
2020-03-15,6,345.70,18.85,0.00,25.30
2020-03-15,7,418.63,46.34,0.00,25.10
2020-03-15,8,459.21,63.55,0.00,24.80
2020-03-15,9,414.70,58.60,0.00,24.40
2020-03-15,10,365.33,59.54,0.00,24.10
2020-03-15,11,350.57,66.90,40.00,24.30
2020-03-15,12,351.97,75.62,241.00,25.30
2020-03-15,13,353.26,80.60,492.00,26.80
2020-03-15,14,353.29,80.95,715.00,28.30
2020-03-15,15,352.75,74.72,885.00,29.50
2020-03-15,16,340.95,73.17,983.00,30.30
2020-03-15,17,475.17,81.93,1001.00,30.10
2020-03-15,18,600.91,94.43,928.00,29.30
2020-03-15,19,622.95,106.03,787.00,28.90
2020-03-15,20,619.21,110.51,586.00,28.60
2020-03-15,21,538.37,88.94,330.00,28.20
2020-03-15,22,326.78,54.98,101.00,27.50
2020-03-15,23,255.36,39.64,2.00,26.70
2020-03-16,0,220.28,19.78,0.00,26.10
2020-03-16,1,193.41,13.63,0.00,25.90
2020-03-16,2,181.73,9.81,0.00,25.80
2020-03-16,3,181.50,7.87,0.00,25.80
2020-03-16,4,216.19,7.13,0.00,25.80
2020-03-16,5,309.33,20.60,0.00,25.70
2020-03-16,6,398.81,43.30,0.00,25.50
2020-03-16,7,418.13,41.98,0.00,25.40
2020-03-16,8,412.25,41.31,0.00,25.10
2020-03-16,9,367.00,38.36,0.00,24.70
2020-03-16,10,337.21,40.03,0.00,24.30
2020-03-16,11,336.43,47.47,44.00,24.70
2020-03-16,12,337.60,53.04,254.00,25.80
2020-03-16,13,338.93,54.20,509.00,27.20
2020-03-16,14,339.00,55.76,731.00,28.60
2020-03-16,15,338.73,53.66,875.00,29.60
2020-03-16,16,327.87,56.97,964.00,30.30
2020-03-16,17,414.51,62.42,973.00,30.10
2020-03-16,18,535.96,72.58,884.00,29.30
2020-03-16,19,602.27,89.29,744.00,29.20
2020-03-16,20,587.90,95.87,550.00,29.10
2020-03-16,21,498.19,83.95,314.00,28.50
2020-03-16,22,353.65,50.70,90.00,27.60
2020-03-16,23,255.75,33.53,1.00,26.70
2020-03-17,0,220.28,19.78,0.00,26.00
2020-03-17,1,193.41,13.63,0.00,25.70
2020-03-17,2,181.73,9.81,0.00,25.50
2020-03-17,3,181.50,7.87,0.00,25.50
2020-03-17,4,216.19,7.13,0.00,25.40
2020-03-17,5,309.33,20.60,0.00,25.30
2020-03-17,6,398.81,43.30,0.00,25.20
2020-03-17,7,418.13,41.98,0.00,24.90
2020-03-17,8,412.25,41.31,0.00,24.70
2020-03-17,9,367.00,38.36,0.00,24.30
2020-03-17,10,337.21,40.03,0.00,24.00
2020-03-17,11,336.43,47.47,39.00,24.20
2020-03-17,12,337.60,53.04,235.00,25.20
2020-03-17,13,338.93,54.20,463.00,26.50
2020-03-17,14,339.00,55.76,721.00,28.00
2020-03-17,15,338.73,53.66,869.00,29.40
2020-03-17,16,327.87,56.97,962.00,30.00
2020-03-17,17,414.51,62.42,974.00,30.10
2020-03-17,18,535.96,72.58,893.00,30.00
2020-03-17,19,602.27,89.29,743.00,29.60
2020-03-17,20,587.90,95.87,538.00,29.00
2020-03-17,21,498.19,83.95,294.00,28.40
2020-03-17,22,353.65,50.70,84.00,27.70
2020-03-17,23,255.75,33.53,1.00,27.00
2020-03-18,0,220.28,19.78,0.00,26.30
2020-03-18,1,193.41,13.63,0.00,26.00
2020-03-18,2,181.73,9.81,0.00,25.80
2020-03-18,3,181.50,7.87,0.00,25.70
2020-03-18,4,216.19,7.13,0.00,25.60
2020-03-18,5,309.33,20.60,0.00,25.30
2020-03-18,6,398.81,43.30,0.00,25.10
2020-03-18,7,418.13,41.98,0.00,24.90
2020-03-18,8,412.25,41.31,0.00,24.60
2020-03-18,9,367.00,38.36,0.00,24.30
2020-03-18,10,337.21,40.03,0.00,24.00
2020-03-18,11,336.43,47.47,36.00,24.40
2020-03-18,12,337.60,53.04,219.00,25.50
2020-03-18,13,338.93,54.20,490.00,26.90
2020-03-18,14,339.00,55.76,719.00,28.40
2020-03-18,15,338.73,53.66,858.00,29.50
2020-03-18,16,327.87,56.97,943.00,30.20
2020-03-18,17,414.51,62.42,950.00,30.30
2020-03-18,18,535.96,72.58,876.00,29.90
2020-03-18,19,602.27,89.29,730.00,29.60
2020-03-18,20,587.90,95.87,531.00,29.50
2020-03-18,21,498.19,83.95,300.00,29.10
2020-03-18,22,353.65,50.70,89.00,28.30
2020-03-18,23,255.75,33.53,1.00,27.10
2020-03-19,0,211.17,19.78,0.00,26.20
2020-03-19,1,182.39,13.63,0.00,25.80
2020-03-19,2,181.92,9.81,0.00,25.60
2020-03-19,3,181.85,7.87,0.00,25.50
2020-03-19,4,239.75,7.13,0.00,25.50
2020-03-19,5,356.88,20.60,0.00,25.40
2020-03-19,6,429.46,43.30,0.00,25.20
2020-03-19,7,413.22,41.98,0.00,24.80
2020-03-19,8,413.85,41.31,0.00,24.50
2020-03-19,9,337.41,38.36,0.00,24.20
2020-03-19,10,337.95,40.03,0.00,24.10
2020-03-19,11,336.40,47.47,39.00,24.40
2020-03-19,12,340.06,53.04,227.00,25.60
2020-03-19,13,340.87,54.20,485.00,27.10
2020-03-19,14,341.50,55.76,707.00,28.60
2020-03-19,15,341.26,53.66,854.00,29.60
2020-03-19,16,324.13,56.97,944.00,30.00
2020-03-19,17,480.70,62.42,956.00,29.90
2020-03-19,18,578.99,72.58,876.00,29.70
2020-03-19,19,624.04,89.29,730.00,29.30
2020-03-19,20,569.64,95.87,528.00,29.00
2020-03-19,21,458.51,83.95,288.00,28.70
2020-03-19,22,292.16,50.70,82.00,28.00
2020-03-19,23,238.39,33.53,1.00,27.10
2020-03-20,0,220.28,19.78,0.00,26.40
2020-03-20,1,193.41,13.63,0.00,26.20
2020-03-20,2,181.73,9.81,0.00,26.00
2020-03-20,3,181.50,7.87,0.00,25.90
2020-03-20,4,216.19,7.13,0.00,25.80
2020-03-20,5,309.33,20.60,0.00,25.40
2020-03-20,6,398.81,43.30,0.00,25.10
2020-03-20,7,418.13,41.98,0.00,24.90
2020-03-20,8,412.25,41.31,0.00,24.80
2020-03-20,9,367.00,38.36,0.00,24.50
2020-03-20,10,337.21,40.03,0.00,24.20
2020-03-20,11,336.43,47.47,38.00,24.70
2020-03-20,12,337.60,53.04,224.00,26.10
2020-03-20,13,338.93,54.20,476.00,27.80
2020-03-20,14,339.00,55.76,695.00,29.10
2020-03-20,15,338.73,53.66,836.00,29.80
2020-03-20,16,327.87,56.97,923.00,29.70
2020-03-20,17,414.51,62.42,934.00,29.50
2020-03-20,18,535.96,72.58,875.00,29.30
2020-03-20,19,602.27,89.29,737.00,29.10
2020-03-20,20,587.90,95.87,517.00,28.70
2020-03-20,21,498.19,83.95,299.00,28.40
2020-03-20,22,353.65,50.70,86.00,28.00
2020-03-20,23,255.75,33.53,1.00,27.30
2020-03-21,0,253.61,22.94,0.00,26.60
2020-03-21,1,208.95,15.30,0.00,26.10
2020-03-21,2,182.16,10.44,0.00,25.80
2020-03-21,3,181.77,6.93,0.00,25.50
2020-03-21,4,185.54,5.02,0.00,25.30
2020-03-21,5,280.83,8.10,0.00,25.00
2020-03-21,6,345.70,18.85,0.00,24.70
2020-03-21,7,418.63,46.34,0.00,24.50
2020-03-21,8,459.21,63.55,0.00,24.30
2020-03-21,9,414.70,58.60,0.00,24.20
2020-03-21,10,365.33,59.54,0.00,24.20
2020-03-21,11,350.57,66.90,40.00,24.60
2020-03-21,12,351.97,75.62,223.00,25.60
2020-03-21,13,353.26,80.60,461.00,27.00
2020-03-21,14,353.29,80.95,690.00,28.50
2020-03-21,15,352.75,74.72,827.00,29.60
2020-03-21,16,340.95,73.17,917.00,30.10
2020-03-21,17,475.17,81.93,915.00,29.90
2020-03-21,18,600.91,94.43,845.00,29.10
2020-03-21,19,622.95,106.03,699.00,28.50
2020-03-21,20,619.21,110.51,503.00,28.60
2020-03-21,21,538.37,88.94,279.00,28.70
2020-03-21,22,326.78,54.98,77.00,28.00
2020-03-21,23,255.36,39.64,1.00,27.10
2020-03-22,0,253.61,22.94,0.00,26.40
2020-03-22,1,208.95,15.30,0.00,25.90
2020-03-22,2,182.16,10.44,0.00,25.60
2020-03-22,3,181.77,6.93,0.00,25.30
2020-03-22,4,185.54,5.02,0.00,25.10
2020-03-22,5,280.83,8.10,0.00,24.80
2020-03-22,6,345.70,18.85,0.00,24.60
2020-03-22,7,418.63,46.34,0.00,24.40
2020-03-22,8,459.21,63.55,0.00,24.20
2020-03-22,9,414.70,58.60,0.00,23.90
2020-03-22,10,365.33,59.54,0.00,23.70
2020-03-22,11,350.57,66.90,45.00,24.30
2020-03-22,12,351.97,75.62,248.00,25.70
2020-03-22,13,353.26,80.60,504.00,27.50
2020-03-22,14,353.29,80.95,725.00,28.90
2020-03-22,15,352.75,74.72,874.00,29.70
2020-03-22,16,340.95,73.17,959.00,30.00
2020-03-22,17,475.17,81.93,965.00,29.80
2020-03-22,18,600.91,94.43,885.00,29.50
2020-03-22,19,622.95,106.03,738.00,29.10
2020-03-22,20,619.21,110.51,538.00,28.70
2020-03-22,21,538.37,88.94,303.00,28.30
2020-03-22,22,326.78,54.98,86.00,27.70
2020-03-22,23,255.36,39.64,1.00,26.90
2020-03-23,0,220.28,19.78,0.00,26.20
2020-03-23,1,193.41,13.63,0.00,25.90
2020-03-23,2,181.73,9.81,0.00,25.80
2020-03-23,3,181.50,7.87,0.00,25.70
2020-03-23,4,216.19,7.13,0.00,25.50
2020-03-23,5,309.33,20.60,0.00,25.40
2020-03-23,6,398.81,43.30,0.00,25.00
2020-03-23,7,418.13,41.98,0.00,24.70
2020-03-23,8,412.25,41.31,0.00,24.20
2020-03-23,9,367.00,38.36,0.00,23.80
2020-03-23,10,337.21,40.03,0.00,23.60
2020-03-23,11,336.43,47.47,45.00,24.10
2020-03-23,12,337.60,53.04,248.00,25.50
2020-03-23,13,338.93,54.20,503.00,27.40
2020-03-23,14,339.00,55.76,713.00,28.90
2020-03-23,15,338.73,53.66,869.00,29.80
2020-03-23,16,327.87,56.97,953.00,30.00
2020-03-23,17,414.51,62.42,955.00,29.90
2020-03-23,18,535.96,72.58,863.00,29.50
2020-03-23,19,602.27,89.29,710.00,29.00
2020-03-23,20,587.90,95.87,510.00,28.70
2020-03-23,21,498.19,83.95,280.00,28.50
2020-03-23,22,353.65,50.70,78.00,27.90
2020-03-23,23,255.75,33.53,1.00,27.10
2020-03-24,0,220.28,19.78,0.00,26.50
2020-03-24,1,193.41,13.63,0.00,26.20
2020-03-24,2,181.73,9.81,0.00,26.00
2020-03-24,3,181.50,7.87,0.00,25.80
2020-03-24,4,216.19,7.13,0.00,25.60
2020-03-24,5,309.33,20.60,0.00,25.50
2020-03-24,6,398.81,43.30,0.00,25.40
2020-03-24,7,418.13,41.98,0.00,25.30
2020-03-24,8,412.25,41.31,0.00,24.90
2020-03-24,9,367.00,38.36,0.00,24.70
2020-03-24,10,337.21,40.03,0.00,24.40
2020-03-24,11,336.43,47.47,41.00,24.60
2020-03-24,12,337.60,53.04,222.00,25.80
2020-03-24,13,338.93,54.20,472.00,27.50
2020-03-24,14,339.00,55.76,692.00,29.10
2020-03-24,15,338.73,53.66,854.00,30.00
2020-03-24,16,327.87,56.97,945.00,30.00
2020-03-24,17,414.51,62.42,951.00,29.60
2020-03-24,18,535.96,72.58,857.00,29.00
2020-03-24,19,602.27,89.29,712.00,28.60
2020-03-24,20,587.90,95.87,516.00,28.40
2020-03-24,21,498.19,83.95,284.00,28.20
2020-03-24,22,353.65,50.70,76.00,27.60
2020-03-24,23,255.75,33.53,1.00,26.80
2020-03-25,0,220.28,19.78,0.00,26.20
2020-03-25,1,193.41,13.63,0.00,26.00
2020-03-25,2,181.73,9.81,0.00,25.80
2020-03-25,3,181.50,7.87,0.00,25.80
2020-03-25,4,216.19,7.13,0.00,25.70
2020-03-25,5,309.33,20.60,0.00,25.50
2020-03-25,6,398.81,43.30,0.00,25.30
2020-03-25,7,418.13,41.98,0.00,25.10
2020-03-25,8,412.25,41.31,0.00,25.00
2020-03-25,9,367.00,38.36,0.00,24.60
2020-03-25,10,337.21,40.03,0.00,24.10
2020-03-25,11,336.43,47.47,41.00,24.20
2020-03-25,12,337.60,53.04,208.00,25.40
2020-03-25,13,338.93,54.20,457.00,27.10
2020-03-25,14,339.00,55.76,671.00,28.80
2020-03-25,15,338.73,53.66,798.00,29.80
2020-03-25,16,327.87,56.97,879.00,29.90
2020-03-25,17,414.51,62.42,893.00,29.50
2020-03-25,18,535.96,72.58,852.00,29.10
2020-03-25,19,602.27,89.29,718.00,28.80
2020-03-25,20,587.90,95.87,523.00,28.70
2020-03-25,21,498.19,83.95,283.00,28.30
2020-03-25,22,353.65,50.70,80.00,27.70
2020-03-25,23,255.75,33.53,1.00,27.10
2020-03-26,0,220.28,19.78,0.00,26.60
2020-03-26,1,193.41,13.63,0.00,26.30
2020-03-26,2,181.73,9.81,0.00,26.20
2020-03-26,3,181.50,7.87,0.00,26.10
2020-03-26,4,216.19,7.13,0.00,26.10
2020-03-26,5,309.33,20.60,0.00,25.90
2020-03-26,6,398.81,43.30,0.00,25.60
2020-03-26,7,418.13,41.98,0.00,25.40
2020-03-26,8,412.25,41.31,0.00,25.40
2020-03-26,9,367.00,38.36,0.00,25.40
2020-03-26,10,337.21,40.03,0.00,25.20
2020-03-26,11,336.43,47.47,39.00,25.40
2020-03-26,12,337.60,53.04,196.00,26.10
2020-03-26,13,338.93,54.20,479.00,27.20
2020-03-26,14,339.00,55.76,708.00,28.70
2020-03-26,15,338.73,53.66,853.00,30.00
2020-03-26,16,327.87,56.97,937.00,30.30
2020-03-26,17,414.51,62.42,944.00,29.80
2020-03-26,18,535.96,72.58,863.00,29.10
2020-03-26,19,602.27,89.29,719.00,28.60
2020-03-26,20,587.90,95.87,518.00,28.40
2020-03-26,21,498.19,83.95,287.00,27.90
2020-03-26,22,353.65,50.70,82.00,27.50
2020-03-26,23,255.75,33.53,1.00,26.90
2020-03-27,0,220.28,19.78,0.00,26.40
2020-03-27,1,193.41,13.63,0.00,26.10
2020-03-27,2,181.73,9.81,0.00,25.90
2020-03-27,3,181.50,7.87,0.00,25.90
2020-03-27,4,216.19,7.13,0.00,25.80
2020-03-27,5,309.33,20.60,0.00,25.60
2020-03-27,6,398.81,43.30,0.00,25.30
2020-03-27,7,418.13,41.98,0.00,25.00
2020-03-27,8,412.25,41.31,0.00,24.90
2020-03-27,9,367.00,38.36,0.00,24.80
2020-03-27,10,337.21,40.03,0.00,24.60
2020-03-27,11,336.43,47.47,50.00,24.60
2020-03-27,12,337.60,53.04,246.00,25.40
2020-03-27,13,338.93,54.20,489.00,26.80
2020-03-27,14,339.00,55.76,707.00,28.60
2020-03-27,15,338.73,53.66,856.00,29.60
2020-03-27,16,327.87,56.97,940.00,29.70
2020-03-27,17,414.51,62.42,949.00,29.40
2020-03-27,18,535.96,72.58,895.00,29.30
2020-03-27,19,602.27,89.29,754.00,29.20
2020-03-27,20,587.90,95.87,551.00,28.90
2020-03-27,21,498.19,83.95,313.00,28.50
2020-03-27,22,353.65,50.70,89.00,28.00
2020-03-27,23,255.75,33.53,1.00,27.10
2020-03-28,0,211.17,22.94,0.00,26.40
2020-03-28,1,182.39,15.30,0.00,26.20
2020-03-28,2,181.92,10.44,0.00,26.10
2020-03-28,3,181.85,6.93,0.00,26.10
2020-03-28,4,239.75,5.02,0.00,26.00
2020-03-28,5,356.88,8.10,0.00,25.70
2020-03-28,6,429.46,18.85,0.00,25.40
2020-03-28,7,413.22,46.34,0.00,25.20
2020-03-28,8,413.85,63.55,0.00,25.00
2020-03-28,9,337.41,58.60,0.00,24.60
2020-03-28,10,337.95,59.54,0.00,24.30
2020-03-28,11,336.40,66.90,54.00,24.70
2020-03-28,12,340.06,75.62,261.00,26.00
2020-03-28,13,340.87,80.60,513.00,27.80
2020-03-28,14,341.50,80.95,734.00,29.40
2020-03-28,15,341.26,74.72,882.00,30.40
2020-03-28,16,324.13,73.17,971.00,30.70
2020-03-28,17,480.70,81.93,981.00,30.50
2020-03-28,18,578.99,94.43,901.00,30.20
2020-03-28,19,624.04,106.03,752.00,29.90
2020-03-28,20,569.64,110.51,547.00,29.50
2020-03-28,21,458.51,88.94,301.00,29.00
2020-03-28,22,292.16,54.98,85.00,28.30
2020-03-28,23,238.39,39.64,1.00,27.40
2020-03-29,0,211.17,22.94,0.00,26.60
2020-03-29,1,182.39,15.30,0.00,26.20
2020-03-29,2,181.92,10.44,0.00,26.00
2020-03-29,3,181.85,6.93,0.00,25.90
2020-03-29,4,239.75,5.02,0.00,25.60
2020-03-29,5,356.88,8.10,0.00,25.30
2020-03-29,6,429.46,18.85,0.00,25.00
2020-03-29,7,413.22,46.34,0.00,24.70
2020-03-29,8,413.85,63.55,0.00,24.30
2020-03-29,9,337.41,58.60,0.00,24.10
2020-03-29,10,337.95,59.54,0.00,24.20
2020-03-29,11,336.40,66.90,55.00,24.80
2020-03-29,12,340.06,75.62,263.00,26.20
2020-03-29,13,340.87,80.60,510.00,27.90
2020-03-29,14,341.50,80.95,730.00,29.40
2020-03-29,15,341.26,74.72,882.00,30.20
2020-03-29,16,324.13,73.17,968.00,30.50
2020-03-29,17,480.70,81.93,977.00,30.60
2020-03-29,18,578.99,94.43,901.00,30.30
2020-03-29,19,624.04,106.03,754.00,29.70
2020-03-29,20,569.64,110.51,549.00,29.50
2020-03-29,21,458.51,88.94,301.00,29.30
2020-03-29,22,292.16,54.98,84.00,28.60
2020-03-29,23,238.39,39.64,1.00,27.60
2020-03-30,0,220.28,19.78,0.00,26.80
2020-03-30,1,193.41,13.63,0.00,26.40
2020-03-30,2,181.73,9.81,0.00,26.20
2020-03-30,3,181.50,7.87,0.00,26.00
2020-03-30,4,216.19,7.13,0.00,25.70
2020-03-30,5,309.33,20.60,0.00,25.30
2020-03-30,6,398.81,43.30,0.00,25.00
2020-03-30,7,418.13,41.98,0.00,24.70
2020-03-30,8,412.25,41.31,0.00,24.50
2020-03-30,9,367.00,38.36,0.00,24.40
2020-03-30,10,337.21,40.03,0.00,24.50
2020-03-30,11,336.43,47.47,50.00,25.20
2020-03-30,12,337.60,53.04,240.00,26.60
2020-03-30,13,338.93,54.20,463.00,28.30
2020-03-30,14,339.00,55.76,669.00,29.50
2020-03-30,15,338.73,53.66,782.00,30.10
2020-03-30,16,327.87,56.97,878.00,29.90
2020-03-30,17,414.51,62.42,882.00,29.20
2020-03-30,18,535.96,72.58,729.00,28.80
2020-03-30,19,602.27,89.29,629.00,28.90
2020-03-30,20,587.90,95.87,439.00,28.70
2020-03-30,21,498.19,83.95,240.00,28.60
2020-03-30,22,353.65,50.70,59.00,28.40
2020-03-30,23,255.75,33.53,1.00,27.70
2020-03-31,0,220.28,19.78,0.00,27.00
2020-03-31,1,193.41,13.63,0.00,26.60
2020-03-31,2,181.73,9.81,0.00,26.30
2020-03-31,3,181.50,7.87,0.00,26.10
2020-03-31,4,216.19,7.13,0.00,25.90
2020-03-31,5,309.33,20.60,0.00,25.70
2020-03-31,6,398.81,43.30,0.00,25.50
2020-03-31,7,418.13,41.98,0.00,25.30
2020-03-31,8,412.25,41.31,0.00,25.10
2020-03-31,9,367.00,38.36,0.00,24.90
2020-03-31,10,337.21,40.03,0.00,24.80
2020-03-31,11,336.43,47.47,40.00,25.30
2020-03-31,12,337.60,53.04,170.00,26.50
2020-03-31,13,338.93,54.20,379.00,27.80
2020-03-31,14,339.00,55.76,593.00,28.90
2020-03-31,15,338.73,53.66,761.00,29.50
2020-03-31,16,327.87,56.97,883.00,29.20
2020-03-31,17,414.51,62.42,889.00,28.70
2020-03-31,18,535.96,72.58,791.00,28.50
2020-03-31,19,602.27,89.29,616.00,28.20
2020-03-31,20,587.90,95.87,415.00,28.10
2020-03-31,21,498.19,83.95,237.00,28.10
2020-03-31,22,353.65,50.70,68.00,27.80
2020-03-31,23,255.75,33.53,1.00,27.20
2020-04-01,0,211.09,20.33,0.00,26.60
2020-04-01,1,182.35,14.49,0.00,26.20
2020-04-01,2,181.88,11.02,0.00,26.00
2020-04-01,3,181.57,7.94,0.00,25.80
2020-04-01,4,239.51,8.06,0.00,25.70
2020-04-01,5,356.53,30.22,0.00,25.60
2020-04-01,6,428.80,60.98,0.00,25.50
2020-04-01,7,412.91,44.62,0.00,25.40
2020-04-01,8,413.49,52.49,0.00,25.10
2020-04-01,9,337.72,49.10,0.00,24.90
2020-04-01,10,338.61,57.67,0.00,24.80
2020-04-01,11,336.75,68.10,39.00,25.30
2020-04-01,12,340.29,75.81,136.00,26.30
2020-04-01,13,340.56,78.62,373.00,27.40
2020-04-01,14,340.48,78.85,605.00,28.20
2020-04-01,15,340.37,77.45,679.00,28.50
2020-04-01,16,323.19,84.19,745.00,28.40
2020-04-01,17,479.92,91.08,750.00,28.20
2020-04-01,18,578.17,102.80,710.00,28.00
2020-04-01,19,622.95,118.61,549.00,27.90
2020-04-01,20,568.71,117.32,390.00,27.60
2020-04-01,21,454.73,102.49,201.00,27.10
2020-04-01,22,289.08,66.47,54.00,26.60
2020-04-01,23,235.70,47.19,1.00,26.30
2020-04-02,0,211.09,20.33,0.00,26.10
2020-04-02,1,182.35,14.49,0.00,26.00
2020-04-02,2,181.88,11.02,0.00,26.00
2020-04-02,3,181.57,7.94,0.00,25.80
2020-04-02,4,239.51,8.06,0.00,25.60
2020-04-02,5,356.53,30.22,0.00,25.60
2020-04-02,6,428.80,60.98,0.00,25.50
2020-04-02,7,412.91,44.62,0.00,25.60
2020-04-02,8,413.49,52.49,0.00,25.70
2020-04-02,9,337.72,49.10,0.00,25.80
2020-04-02,10,338.61,57.67,0.00,25.90
2020-04-02,11,336.75,68.10,42.00,26.00
2020-04-02,12,340.29,75.81,186.00,26.20
2020-04-02,13,340.56,78.62,398.00,26.70
2020-04-02,14,340.48,78.85,629.00,27.80
2020-04-02,15,340.37,77.45,824.00,28.80
2020-04-02,16,323.19,84.19,909.00,28.90
2020-04-02,17,479.92,91.08,905.00,28.80
2020-04-02,18,578.17,102.80,857.00,28.70
2020-04-02,19,622.95,118.61,722.00,28.60
2020-04-02,20,568.71,117.32,526.00,28.30
2020-04-02,21,454.73,102.49,295.00,27.90
2020-04-02,22,289.08,66.47,84.00,27.40
2020-04-02,23,235.70,47.19,1.00,27.10
2020-04-03,0,211.09,20.33,0.00,27.00
2020-04-03,1,182.35,14.49,0.00,26.80
2020-04-03,2,181.88,11.02,0.00,26.50
2020-04-03,3,181.57,7.94,0.00,26.30
2020-04-03,4,239.51,8.06,0.00,26.10
2020-04-03,5,356.53,30.22,0.00,26.00
2020-04-03,6,428.80,60.98,0.00,25.90
2020-04-03,7,412.91,44.62,0.00,25.80
2020-04-03,8,413.49,52.49,0.00,25.70
2020-04-03,9,337.72,49.10,0.00,25.70
2020-04-03,10,338.61,57.67,0.00,25.80
2020-04-03,11,336.75,68.10,43.00,26.20
2020-04-03,12,340.29,75.81,204.00,26.90
2020-04-03,13,340.56,78.62,389.00,27.80
2020-04-03,14,340.48,78.85,575.00,29.00
2020-04-03,15,340.37,77.45,747.00,29.80
